adminDistrict,adminDistrict2,formattedAddress,locality,postalCode,lat,lng
Comunidad de Madrid,Madrid,28818,Comunidad de Madrid,España,Santorcaz,28818,40.469425201416,-3.25701093673706,51-65,Mujer,Formación profesional/Bachillerato,Casado
Comunidad de Madrid,Madrid,28018,Comunidad de Madrid,España,Madrid,28018,40.3844909667969,-3.65204906463623,20-30,Mujer,Básicos,Soltero
Comunidad de Madrid,Madrid,28982,Comunidad de Madrid,España,Parla,28982,40.2380332946777,-3.76438498497009,41-50,Mujer,Doctorado/Máster,Casado
Comunidad de Madrid,Madrid,28818,Comunidad de Madrid,España,Santorcaz,28818,40.469425201416,-3.25701093673706,51-65,Hombre,Universitarios,Casado
Comunidad de Madrid,Madrid,28054,Comunidad de Madrid,España,Madrid,28054,40.3690338134766,-3.78146290779114,41-50,Mujer,Universitarios,Casado
Comunidad de Madrid,Madrid,28038,Comunidad de Madrid,España,Madrid,28038,40.3949241638184,-3.65251803398132,51-65,Mujer,Universitarios,Soltero
Comunidad de Madrid,Madrid,28018,Comunidad de Madrid,España,Madrid,28018,40.3844909667969,-3.65204906463623,41-50,Mujer,Universitarios,Soltero
Andalucía,Sevilla,41012,Andalucía,España,Sevilla,41012,37.3424491882324,-5.98244476318359,51-65,Mujer,Formación profesional/Bachillerato,Casado
Comunidad de Madrid,Madrid,28036,Comunidad de Madrid,España,Madrid,28036,40.468635559082,-3.68021488189697,20-30,Mujer,Universitarios,Soltero
Comunidad de Madrid,Madrid,28330,Comunidad de Madrid,España,San Martín de la Vega,28330,40.2438316345215,-3.56905889511108,41-50,Hombre,Universitarios,Casado
Comunidad de Madrid,Madrid,28017,Comunidad de Madrid,España,Madrid,28017,40.4259948730469,-3.64487099647522,20-30,Mujer,Doctorado/Máster,Soltero
Comunidad de Madrid,Madrid,28100,Comunidad de Madrid,España,Alcobendas,28100,40.5626831054688,-3.67296099662781,20-30,Mujer,Doctorado/Máster,Soltero
Comunidad de Madrid,Madrid,28016,Comunidad de Madrid,España,Madrid,28016,40.4603805541992,-3.6743950843811,31-40,Mujer,Universitarios,Casado
Comunidad de Madrid,Madrid,28420,Comunidad de Madrid,España,Galapagar,28420,40.6033706665039,-3.9647650718689,41-50,Mujer,Formación profesional/Bachillerato,Casado
Castilla La Mancha,Ciudad Real,13005,Castilla La Mancha,España,Ciudad Real,13005,38.9616165161133,-3.97113394737244,31-40,Mujer,Formación profesional/Bachillerato,Casado
Comunidad de Madrid,Madrid,28221,Comunidad de Madrid,España,Majadahonda,28221,40.4650611877441,-3.85030889511108,41-50,Hombre,Universitarios,Casado
